2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : https://finance.forumactif.com
2020_01_08_16_41_10_1114349181 : https://ichimokuscanner.000webhostapp.com
2020_01_08_16_41_10_1114349181 : Email: investdatasystems@yahoo.com
2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : Starting IchimokuUltimateScannerEA2020 5.3
2020_01_08_16_41_11_1114350195 : Running mode : Run Only Once.
2020_01_08_16_41_11_1114350288 : EURUSD : PREV japanese candlestick HAS CROSSED OVER kumo in M1 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11221500
2020_01_08_16_41_11_1114350491 : EURUSD : PREV japanese candlestick HAS CROSSED UNDER kumo in M3 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11200000
2020_01_08_16_41_42_1114381364 : EURMXN : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.94824000
2020_01_08_16_41_42_1114381364 : EURMXN : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.94824000
2020_01_08_16_41_42_1114381457 : EURMXN : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.96134000
2020_01_08_16_41_42_1114381457 : EURMXN : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.96134000
2020_01_08_16_41_42_1114381551 : EURMXN : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.96134000
2020_01_08_16_41_42_1114381551 : EURMXN : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 20.96134000
2020_01_08_16_41_42_1114381660 : EURMXN : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.02129000
2020_01_08_16_41_42_1114381660 : EURMXN : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.02129000
2020_01_08_16_41_42_1114381754 : EURMXN : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_42_1114381754 : EURMXN : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114381863 : EURMXN : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114381863 : EURMXN : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114381956 : EURMXN : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114381956 : EURMXN : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114382066 : EURMXN : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114382066 : EURMXN : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.04939000
2020_01_08_16_41_43_1114382159 : EURMXN : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382159 : EURMXN : PREV japanese candlestick HAS CROSSED UNDER kumo in H6 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382253 : EURMXN : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382253 : EURMXN : PREV japanese candlestick HAS CROSSED UNDER kumo in H8 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382362 : EURMXN : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382362 : EURMXN : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.06729000
2020_01_08_16_41_43_1114382456 : EURMXN : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.31454000
2020_01_08_16_41_43_1114382456 : EURMXN : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 20.93812 --- BID/SELL = 20.93569 --- KIJUN = 21.31454000
2020_01_08_16_41_43_1114382456 : *
2020_01_08_16_41_43_1114382565 : EURNOK : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_43_1114382565 : EURNOK : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_43_1114382658 : EURNOK : PREV japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_43_1114382658 : EURNOK : CURR japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_43_1114382768 : EURNOK : PREV japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_43_1114382768 : EURNOK : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 9.84534 --- BID/SELL = 9.84459 --- KIJUN = 9.85003000
2020_01_08_16_41_44_1114382861 : EURNOK : PREV japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 9.84534 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85003000
2020_01_08_16_41_44_1114382861 : EURNOK : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 9.84534 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85003000
2020_01_08_16_41_44_1114382970 : EURNOK : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 9.84534 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85003000
2020_01_08_16_41_44_1114382970 : EURNOK : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 9.84534 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85003000
2020_01_08_16_41_44_1114383064 : EURNOK : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85008000
2020_01_08_16_41_44_1114383064 : EURNOK : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85008000
2020_01_08_16_41_44_1114383158 : EURNOK : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85601500
2020_01_08_16_41_44_1114383158 : EURNOK : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85601500
2020_01_08_16_41_44_1114383267 : EURNOK : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85802500
2020_01_08_16_41_44_1114383267 : EURNOK : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85802500
2020_01_08_16_41_44_1114383360 : EURNOK : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85740500
2020_01_08_16_41_44_1114383360 : EURNOK : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85740500
2020_01_08_16_41_44_1114383470 : EURNOK : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.86485500
2020_01_08_16_41_44_1114383470 : EURNOK : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.86485500
2020_01_08_16_41_44_1114383563 : EURNOK : PREV japanese candlestick HAS CROSSED OVER kumo in H1 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.86795000
2020_01_08_16_41_44_1114383672 : EURNOK : CURR japanese candlestick HAS CROSSED UNDER kumo in H2 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114383860 : EURNOK : PREV japanese candlestick HAS CROSSED UNDER kumo in H4 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114383860 : EURNOK : CURR japanese candlestick HAS CROSSED UNDER kumo in H4 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114383969 : EURNOK : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114383969 : EURNOK : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114384062 : EURNOK : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114384062 : EURNOK : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.85646500
2020_01_08_16_41_45_1114384172 : EURNOK : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.91520000
2020_01_08_16_41_45_1114384172 : EURNOK : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 9.91520000
2020_01_08_16_41_45_1114384265 : EURNOK : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 10.01402500
2020_01_08_16_41_45_1114384265 : EURNOK : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 9.8454 --- BID/SELL = 9.844889999999999 --- KIJUN = 10.01402500
2020_01_08_16_41_45_1114384265 : *
2020_01_08_16_41_45_1114384374 : EURNZD : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 1.67604 --- BID/SELL = 1.67586 --- KIJUN = 1.67547000
2020_01_08_16_41_45_1114384374 : EURNZD : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 1.67604 --- BID/SELL = 1.67586 --- KIJUN = 1.67547000
2020_01_08_16_41_45_1114384468 : EURNZD : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67515500
2020_01_08_16_41_45_1114384468 : EURNZD : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67515500
2020_01_08_16_41_45_1114384577 : EURNZD : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67494000
2020_01_08_16_41_45_1114384577 : EURNZD : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67494000
2020_01_08_16_41_45_1114384671 : EURNZD : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67478000
2020_01_08_16_41_45_1114384671 : EURNZD : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67478000
2020_01_08_16_41_45_1114384764 : EURNZD : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67470500
2020_01_08_16_41_45_1114384764 : EURNZD : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67470500
2020_01_08_16_41_46_1114384874 : EURNZD : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67470500
2020_01_08_16_41_46_1114384874 : EURNZD : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.67601 --- BID/SELL = 1.67584 --- KIJUN = 1.67470500
2020_01_08_16_41_46_1114385170 : EURNZD : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67330500
2020_01_08_16_41_46_1114385279 : EURNZD : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67617000
2020_01_08_16_41_46_1114385279 : EURNZD : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67617000
2020_01_08_16_41_46_1114385373 : EURNZD : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385373 : EURNZD : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385482 : EURNZD : CURR japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385482 : EURNZD : PREV japanese candlestick HAS CROSSED OVER kumo in H2 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385576 : EURNZD : PREV japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385576 : EURNZD : CURR japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67852500
2020_01_08_16_41_46_1114385778 : EURNZD : PREV japanese candlestick HAS CROSSED UNDER kumo in H6 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67427500
2020_01_08_16_41_47_1114385872 : EURNZD : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67423500
2020_01_08_16_41_47_1114385872 : EURNZD : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67423500
2020_01_08_16_41_47_1114385981 : EURNZD : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67725500
2020_01_08_16_41_47_1114385981 : EURNZD : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.67725500
2020_01_08_16_41_47_1114386075 : EURNZD : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.68834500
2020_01_08_16_41_47_1114386075 : EURNZD : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.67602 --- BID/SELL = 1.67585 --- KIJUN = 1.68834500
2020_01_08_16_41_47_1114386075 : *
2020_01_08_16_41_47_1114386184 : EURTRY : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62535000
2020_01_08_16_41_47_1114386184 : EURTRY : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62535000
2020_01_08_16_41_47_1114386278 : EURTRY : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62359500
2020_01_08_16_41_47_1114386278 : EURTRY : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62359500
2020_01_08_16_41_47_1114386371 : EURTRY : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62176000
2020_01_08_16_41_47_1114386371 : EURTRY : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62176000
2020_01_08_16_41_47_1114386683 : EURTRY : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62043000
2020_01_08_16_41_47_1114386683 : EURTRY : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62043000
2020_01_08_16_41_47_1114386777 : EURTRY : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62313500
2020_01_08_16_41_47_1114386777 : EURTRY : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.62313500
2020_01_08_16_41_47_1114386886 : EURTRY : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63172000
2020_01_08_16_41_47_1114386886 : EURTRY : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63172000
2020_01_08_16_41_47_1114386980 : EURTRY : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63281500
2020_01_08_16_41_47_1114386980 : EURTRY : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63281500
2020_01_08_16_41_48_1114387073 : EURTRY : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63955000
2020_01_08_16_41_48_1114387073 : EURTRY : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.63955000
2020_01_08_16_41_48_1114387182 : EURTRY : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.64559000
2020_01_08_16_41_48_1114387182 : EURTRY : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.64559000
2020_01_08_16_41_48_1114387276 : EURTRY : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.65358500
2020_01_08_16_41_48_1114387276 : EURTRY : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.65358500
2020_01_08_16_41_48_1114387385 : EURTRY : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.65404000
2020_01_08_16_41_48_1114387385 : EURTRY : PREV japanese candlestick HAS CROSSED UNDER kumo in H3 --- ASK/BUY = 6.62838 --- BID/SELL = 6.6273 --- KIJUN = 6.65404000
2020_01_08_16_41_48_1114387479 : EURTRY : PREV japanese candlestick HAS CROSSED UNDER kumo in H4 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.65404000
2020_01_08_16_41_48_1114387588 : EURTRY : PREV japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.65404000
2020_01_08_16_41_48_1114387588 : EURTRY : CURR japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.65404000
2020_01_08_16_41_48_1114387682 : EURTRY : PREV japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.63849500
2020_01_08_16_41_48_1114387682 : EURTRY : CURR japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.63849500
2020_01_08_16_41_48_1114387775 : EURTRY : PREV japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.62993000
2020_01_08_16_41_48_1114387775 : EURTRY : CURR japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.62993000
2020_01_08_16_41_49_1114387884 : EURTRY : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.50987000
2020_01_08_16_41_49_1114387884 : EURTRY : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 6.62838 --- BID/SELL = 6.62733 --- KIJUN = 6.50987000
2020_01_08_16_41_49_1114387884 : *
2020_01_08_16_41_49_1114387978 : GBPAUD : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 1.91337 --- BID/SELL = 1.91328 --- KIJUN = 1.91224500
2020_01_08_16_41_49_1114387978 : GBPAUD : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 1.91337 --- BID/SELL = 1.91328 --- KIJUN = 1.91224500
2020_01_08_16_41_49_1114388087 : GBPAUD : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.91336 --- BID/SELL = 1.91328 --- KIJUN = 1.91134000
2020_01_08_16_41_49_1114388087 : GBPAUD : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.91336 --- BID/SELL = 1.91328 --- KIJUN = 1.91134000
2020_01_08_16_41_49_1114388181 : GBPAUD : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.9133 --- BID/SELL = 1.91321 --- KIJUN = 1.91100500
2020_01_08_16_41_49_1114388181 : GBPAUD : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.9133 --- BID/SELL = 1.91321 --- KIJUN = 1.91100500
2020_01_08_16_41_49_1114388290 : GBPAUD : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.9133 --- BID/SELL = 1.91321 --- KIJUN = 1.90996500
2020_01_08_16_41_49_1114388290 : GBPAUD : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.9133 --- BID/SELL = 1.91321 --- KIJUN = 1.90996500
2020_01_08_16_41_49_1114388384 : GBPAUD : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90991500
2020_01_08_16_41_49_1114388384 : GBPAUD : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90991500
2020_01_08_16_41_49_1114388477 : GBPAUD : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90991500
2020_01_08_16_41_49_1114388477 : GBPAUD : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90991500
2020_01_08_16_41_49_1114388680 : GBPAUD : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90960500
2020_01_08_16_41_49_1114388680 : GBPAUD : PREV japanese candlestick HAS CROSSED OVER kumo in M12 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90960500
2020_01_08_16_41_49_1114388789 : GBPAUD : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91056500
2020_01_08_16_41_49_1114388789 : GBPAUD : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91056500
2020_01_08_16_41_50_1114388883 : GBPAUD : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91056500
2020_01_08_16_41_50_1114388883 : GBPAUD : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91056500
2020_01_08_16_41_50_1114388992 : GBPAUD : PREV japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91026000
2020_01_08_16_41_50_1114388992 : GBPAUD : CURR japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.91026000
2020_01_08_16_41_50_1114389086 : GBPAUD : PREV japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90297000
2020_01_08_16_41_50_1114389086 : GBPAUD : CURR japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.90297000
2020_01_08_16_41_50_1114389179 : GBPAUD : PREV japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.89681000
2020_01_08_16_41_50_1114389179 : GBPAUD : CURR japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.89681000
2020_01_08_16_41_50_1114389288 : GBPAUD : PREV japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.89666000
2020_01_08_16_41_50_1114389288 : GBPAUD : CURR japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.89666000
2020_01_08_16_41_50_1114389382 : GBPAUD : PREV japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 1.91329 --- BID/SELL = 1.91321 --- KIJUN = 1.89261500
